init_node	term_node	capacity	length	free_flow_time	b	power	speed	toll	link_type	volume	cost	travel_time	generalized cost
10763	10759	720	0.75	1.125	0.15	4	36	0	1	764.8654236	1.527408657	1.339908657	2.089908657
10763	11191	1360	0.49	0.735	0.15	4	38	0	1	1813.467564	1.206047629	1.083547629	1.573547629
10764	541	100000	0.5	0	0.15	4	25	0	3	602.57	0.125	0	0.5
10764	9061	1620	0.52	0.78	0.15	4	38	0	1	1327.906479	0.96281968	0.83281968	1.35281968
10764	9906	810	1.38	1.84	0.15	4	42	0	1	677.6709729	2.320221124	1.975221124	3.355221124
10764	10765	1440	1.05	1.4	0.15	4	42	0	1	671.3509363	1.67242128	1.40992128	2.45992128
10765	542	100000	0.5	0	0.15	4	25	0	3	257.89	0.125	0	0.5
10765	9064	810	0.47	0.806	0.15	4	35	0	1	970.8677668	1.173032177	1.055532177	1.525532177
10765	9098	2160	0.75	1.125	0.15	4	38	0	1	1389.055331	1.341360707	1.153860707	1.903860707
10765	10761	2160	0.88	1.173	0.15	4	42	0	1	1554.401164	1.440187473	1.220187473	2.100187473
10765	10764	1620	1.05	1.4	0.15	4	42	0	1	880.2845074	1.680808445	1.418308445	2.468308445
10766	543	100000	0.51	0	0.15	4	25	0	3	302.51	0.1275	0	0.51
10766	3890	520	0.45	0.9	0.15	4	29	0	1	619.6851475	1.284773104	1.172273104	1.622273104
10766	3891	770	0.25	0.5	0.15	4	29	0	1	0	0.5625	0.5	0.75
10766	8203	440	0.4	0.8	0.15	4	29	0	1	588.4869424	1.283988187	1.183988187	1.583988187
10766	9099	770	0.5	1	0.15	4	29	0	1	217.8021559	1.125960234	1.000960234	1.500960234
10767	544	100000	1	0	0.15	4	25	0	3	1775.71	0.25	0	1
10767	9090	1440	1.11	1.48	0.15	4	45	0	1	2423.774357	3.539352504	3.261852504	4.371852504
10767	9094	1620	0.28	0.48	0.15	4	32	0	1	2330.907614	0.858583485	0.788583485	1.068583485
10767	9095	1620	0.6	0.9	0.15	4	39	0	1	2245.325839	1.548185642	1.398185642	1.998185642
10767	9120	1440	1.25	1.667	0.15	4	44	0	1	2149.866112	3.221788733	2.909288733	4.159288733
10768	545	100000	0.5	0	0.15	4	25	0	3	1055.25	0.125	0	0.5
10768	9097	600	0.28	0.672	0.15	4	25	0	1	721.4	0.95264933	0.88264933	1.16264933
10769	546	100000	0.5	0	0.15	4	25	0	3	203.66	0.125	0	0.5
10769	2746	1980	0.97	1.293	0.15	4	42	0	1	2164.27355	1.812371103	1.569871103	2.539871103
10769	10770	1440	1.17	1.755	0.15	4	38	0	1	1739.033377	2.607451073	2.314951073	3.484951073
10769	10773	340	0.31	0.744	0.15	4	25	0	1	483.2311783	1.27687409	1.19937409	1.50937409
10770	547	100000	0.5	0	0.15	4	25	0	3	969.26	0.125	0	0.5
10770	9125	1440	0.5	0.857	0.15	4	32	0	1	1529.63782	1.14567282	1.02067282	1.52067282
10770	9126	1580	0.4	0.6	0.15	4	39	0	1	2078.318585	0.969440358	0.869440358	1.269440358
10770	9905	1620	0.5	0.857	0.15	4	32	0	1	1273.244438	1.031052277	0.906052277	1.406052277
10770	10769	2520	1.17	1.755	0.15	4	38	0	1	2107.025735	2.176160601	1.883660601	3.053660601
10771	548	100000	0.5	0	0.15	4	25	0	3	170.56	0.125	0	0.5
10771	9064	430	0.75	1.286	0.15	4	32	0	1	198.0790637	1.482185858	1.294685858	2.044685858
10771	9098	430	0.39	0.78	0.15	4	29	0	1	591.0986858	1.295284203	1.197784203	1.587784203
10771	9099	770	0.5	1	0.15	4	29	0	1	149.91	1.125215502	1.000215502	1.500215502
10771	9126	810	1	1.714	0.15	4	32	0	1	339.4042863	1.971925584	1.721925584	2.721925584
10772	549	100000	0.5	0	0.15	4	25	0	3	339.95	0.125	0	0.5
10772	2746	450	0.35	0.7	0.15	4	29	0	1	690.243769	1.368731607	1.281231607	1.631231607
10772	9120	720	0.83	1.423	0.15	4	32	0	1	842.8293339	2.031297259	1.823797259	2.653797259
10772	9122	450	0.5	1	0.15	4	29	0	1	631.711452	1.707527194	1.582527194	2.082527194
10772	10773	1260	1.05	1.8	0.15	4	32	0	1	559.7733225	2.073017932	1.810517932	2.860517932
10773	550	100000	0.5	0	0.15	4	25	0	3	175.24	0.125	0	0.5
10773	9123	630	0.53	1.272	0.15	4	25	0	1	411.808872	1.439333649	1.306833649	1.836833649
10773	10769	340	0.31	0.744	0.15	4	25	0	1	320.6184211	0.9097475	0.8322475	1.1422475
10773	10772	990	1.05	1.8	0.15	4	32	0	1	579.1191436	2.094115108	1.831615108	2.881615108
10773	10774	720	0.72	1.234	0.15	4	32	0	1	453.4150222	1.443111196	1.263111196	1.983111196
10774	551	100000	0.5	0	0.15	4	25	0	3	970.2	0.125	0	0.5
10774	9124	630	0.5	1.2	0.15	4	25	0	1	517.8305909	1.40716013	1.28216013	1.78216013
10774	9125	1440	0.37	0.888	0.15	4	24	0	1	674.2250222	0.986901382	0.894401382	1.264401382
10774	9906	810	1.03	1.545	0.15	4	36	0	1	393.9519715	1.815467396	1.557967396	2.587967396
10774	10773	1260	0.72	1.234	0.15	4	32	0	1	232.2500659	1.414213672	1.234213672	1.954213672
10775	552	100000	0.5	0	0.15	4	25	0	3	108.92	0.125	0	0.5
10775	9125	720	0.99	1.697	0.15	4	32	0	1	771.3969117	2.279893544	2.032393544	3.022393544
10775	9127	430	0.75	1.286	0.15	4	33	0	1	13.02	1.473500162	1.286000162	2.036000162
10775	10510	770	0.5	1.2	0.15	4	22	0	1	448.199937	1.345663161	1.220663161	1.720663161
10776	553	100000	0.46	0	0.15	4	25	0	3	796.94	0.115	0	0.46
10776	9116	1440	0.65	0.975	0.15	4	38	0	1	2042.407164	1.729354845	1.566854845	2.216854845
10776	9117	1440	0.4	0.6	0.15	4	36	0	1	919.9340865	0.714990613	0.614990613	1.014990613
10776	10777	1440	0.78	1.04	0.15	4	42	0	1	2341.179207	2.324966784	2.129966784	2.909966784
10776	12046	1360	0.47	0.806	0.15	4	32	0	1	1697.638517	1.21702936	1.09952936	1.56952936
10777	554	100000	0.47	0	0.15	4	25	0	3	487.9	0.1175	0	0.47
10777	10776	1440	0.78	1.04	0.15	4	42	0	1	2115.17045	1.961199778	1.766199778	2.546199778
10777	12046	1440	0.61	1.046	0.15	4	32	0	1	1819.683577	1.598588876	1.446088876	2.056088876
10777	12047	1440	0.52	0.78	0.15	4	36	0	1	1756.986024	1.169303943	1.039303943	1.559303943
10777	12099	1440	0.79	1.053	0.15	4	45	0	1	2305.369813	2.288105035	2.090605035	2.880605035
10778	555	100000	0.47	0	0.15	4	25	0	3	475	0.1175	0	0.47
10778	8223	990	0.1	0.2	0.15	4	29	0	1	58.51	0.225000366	0.200000366	0.300000366
10778	8225	1800	0.17	0.255	0.15	4	38	0	1	2521.781188	0.444857085	0.402357085	0.572357085
10778	9620	2160	0.79	1.185	0.15	4	38	0	1	2606.786786	1.75956537	1.56206537	2.35206537
10778	12103	810	0.81	1.389	0.15	4	32	0	1	573.1732988	1.643739286	1.441239286	2.251239286
10779	556	100000	0.45	0	0.15	4	25	0	3	623.87	0.1125	0	0.45
10779	9119	510	0.4	0.8	0.15	4	29	0	1	1042.483488	2.994967457	2.894967457	3.294967457
10779	9120	720	0.58	0.994	0.15	4	33	0	1	829.1123254	1.401180956	1.256180956	1.836180956
10779	9121	450	0.7	1.4	0.15	4	29	0	1	341.3684048	1.644544459	1.469544459	2.169544459
10780	557	100000	0.44	0	0.15	4	25	0	3	488.51	0.11	0	0.44
10780	9121	1980	0.76	1.013	0.15	4	42	0	1	1940.312354	1.343128521	1.153128521	1.913128521
10780	9122	450	0.62	1.24	0.15	4	29	0	1	408.9228298	1.521831848	1.366831848	1.986831848
10780	12048	1440	0.18	0.309	0.15	4	32	0	1	1264.172925	0.381531236	0.336531236	0.516531236
10780	12049	2160	0.19	0.326	0.15	4	32	0	1	1904.519979	0.403055342	0.355555342	0.545555342
10781	558	100000	0.43	0	0.15	4	25	0	3	419.05	0.1075	0	0.43
10781	3904	770	0.44	1.056	0.15	4	25	0	1	56.73	1.166004667	1.056004667	1.496004667
10781	9123	610	0.42	1.008	0.15	4	25	0	1	417.1868922	1.146079205	1.041079205	1.461079205
10781	12050	720	0.42	0.84	0.15	4	28	0	1	770.738872	1.110451082	1.005451082	1.425451082
10782	559	100000	0.47	0	0.15	4	25	0	3	787.38	0.1175	0	0.47
10782	12043	1440	0.44	0.754	0.15	4	32	0	1	2043.126918	1.322346606	1.212346606	1.652346606
10782	12046	1360	0.25	0.429	0.15	4	32	0	1	2542.689456	1.277760044	1.215260044	1.465260044
10782	12094	1440	0.89	1.526	0.15	4	34	0	1	1282.692627	1.892607378	1.670107378	2.560107378
10783	560	100000	0.5	0	0.15	4	25	0	3	1629.19	0.125	0	0.5
10783	3922	2240.699951	0.13	0.26	0.15	4	28	0	1	2263.063431	0.333080435	0.300580435	0.430580435
10783	12099	1440	0.3	0.6	0.15	4	28	0	1	1232.996037	0.723377037	0.648377037	0.948377037
10784	561	100000	0.51	0	0.15	4	25	0	3	802.25	0.1275	0	0.51
10784	12099	1440	0.5	0.75	0.15	4	36	0	1	1929.944425	1.237979223	1.112979223	1.612979223
10784	12103	810	0.3	0.514	0.15	4	33	0	1	1116.769767	0.867592164	0.792592164	1.092592164
10784	12105	1440	0.47	0.705	0.15	4	39	0	1	1539.933036	0.960804959	0.843304959	1.313304959
10785	562	100000	0.5	0	0.15	4	25	0	3	1292.64	0.125	0	0.5
10785	3929	720	0.27	0.54	0.15	4	29	0	1	1324.668697	1.535577252	1.468077252	1.738077252
10785	8889	810	0.75	1.286	0.15	4	32	0	1	892.6548348	1.758028909	1.570528909	2.320528909
10785	10786	720	1.01	1.731	0.15	4	32	0	1	815.8899691	2.411638927	2.159138927	3.169138927
10785	12103	810	0.58	1.16	0.15	4	29	0	1	891.3289061	1.56012977	1.41512977	1.99512977
10786	563	100000	0.5	0	0.15	4	25	0	3	1848.57	0.125	0	0.5
10786	10785	810	1.01	1.731	0.15	4	32	0	1	987.3885997	2.556824744	2.304324744	3.314324744
10786	12048	1440	0.76	1.303	0.15	4	34	0	1	1122.103451	1.565063823	1.375063823	2.135063823
10786	12107	1440	0.25	0.429	0.15	4	32	0	1	1405.17677	0.549847524	0.487347524	0.737347524
10786	12108	720	0.55	1.1	0.15	4	29	0	1	689.7637156	1.37648097	1.23898097	1.78898097
10787	564	100000	0.5	0	0.15	4	25	0	3	665.6	0.125	0	0.5
10787	8867	396	0.24	0.576	0.15	4	25	0	1	334.5751987	0.680025873	0.620025873	0.860025873
10787	8873	990	0.22	0.44	0.15	4	29	0	1	312.5424797	0.495655601	0.440655601	0.660655601
10787	12110	648	0.41	0.82	0.15	4	29	0	1	710.2480245	1.100019157	0.997519157	1.407519157
10787	12111	396	0.4	0.96	0.15	4	25	0	1	439.3409875	1.278166787	1.178166787	1.578166787
10788	565	100000	0.46	0	0.15	4	25	0	3	848.48	0.115	0	0.46
10788	10789	648	0.75	1.286	0.15	4	32	0	1	883.8534139	2.14115665	1.95365665	2.70365665
10788	12092	450	0.61	1.22	0.15	4	29	0	1	345.3204811	1.435958585	1.283458585	1.893458585
10788	12094	1440	0.52	0.78	0.15	4	39	0	1	1082.219231	0.947324748	0.817324748	1.337324748
10788	12246	1440	0.5	0.75	0.15	4	36	0	1	1944.098922	1.248745517	1.123745517	1.623745517
10789	566	100000	0.5	0	0.15	4	25	0	3	1484.53	0.125	0	0.5
10789	3921	1800	0.12	0.24	0.15	4	28	0	1	1219.249816	0.2775785	0.2475785	0.3675785
10789	10788	648	0.75	1.286	0.15	4	32	0	1	899.7610619	2.190536037	2.003036037	2.753036037
10789	12102	720	0.7	1.4	0.15	4	29	0	1	681.9589291	1.744013809	1.569013809	2.269013809
10789	12247	1440	0.5	1	0.15	4	28	0	1	1716.152611	1.427597205	1.302597205	1.802597205
10790	567	100000	0.51	0	0.15	4	25	0	3	401.51	0.1275	0	0.51
10790	7003	1440	0.14	0.24	0.15	4	32	0	1	2113.208414	0.441963622	0.406963622	0.546963622
10790	12097	396	0.44	1.056	0.15	4	25	0	1	526.5248911	1.661051136	1.551051136	1.991051136
10790	12102	1360	0.42	0.72	0.15	4	32	0	1	1841.557823	1.188086048	1.083086048	1.503086048
10791	568	100000	0.5	0	0.15	4	25	0	3	1341.98	0.125	0	0.5
10791	3925	1740	0.7	1.05	0.15	4	36	0	1	1416.014567	1.294080337	1.119080337	1.819080337
10791	3927	810	0.29	0.58	0.15	4	29	0	1	194.0493668	0.652786568	0.580286568	0.870286568
10791	3929	720	0.63	1.26	0.15	4	29	0	1	528.8688097	1.472520387	1.315020387	1.945020387
10791	7464	1540	0.3	0.514	0.15	4	32	0	1	1468.515506	0.6527508	0.5777508	0.8777508
10792	569	100000	0.5	0	0.15	4	25	0	3	318.67	0.125	0	0.5
10792	9183	2160	0.24	0.411	0.15	4	32	0	1	1844.185831	0.503759465	0.443759465	0.683759465
10792	10798	720	0.5	1	0.15	4	29	0	1	1014.792202	1.716929192	1.591929192	2.091929192
10792	12107	1440	1.01	1.731	0.15	4	32	0	1	1266.334122	2.138785747	1.886285747	2.896285747
10792	12255	1440	0.56	0.96	0.15	4	32	0	1	2763.648325	3.05363594	2.91363594	3.47363594
10793	570	100000	0.5	0	0.15	4	25	0	3	728.54	0.125	0	0.5
10793	9622	2160	0.78	1.337	0.15	4	34	0	1	3009.433999	2.287695705	2.092695705	2.872695705
10793	10799	1580	0.55	0.943	0.15	4	32	0	1	2418.743018	1.857343468	1.719843468	2.269843468
10793	12109	1440	1.2	2.057	0.15	4	34	0	1	1514.550836	2.734581757	2.434581757	3.634581757
10793	12260	1440	0.4	0.686	0.15	4	32	0	1	1891.497393	1.092329198	0.992329198	1.392329198
10794	571	100000	0.46	0	0.15	4	25	0	3	1786.92	0.115	0	0.46
10794	10800	1710	0.45	0.771	0.15	4	33	0	1	207.34	0.883524997	0.771024997	1.221024997
10794	12244	2430	0.62	0.93	0.15	4	38	0	1	2396.409371	1.216945065	1.061945065	1.681945065
10794	12246	1440	0.99	1.485	0.15	4	38	0	1	906.5439012	1.767488321	1.519988321	2.509988321
10794	12249	2160	0.75	1	0.15	4	42	0	1	3440.165881	2.152647726	1.965147726	2.715147726
10795	572	100000	0.5	0	0.15	4	25	0	3	1808.41	0.125	0	0.5
10795	12247	1440	0.1	0.24	0.15	4	24	0	1	1157.994531	0.280054924	0.255054924	0.355054924
10795	12249	720	0.91	1.213	0.15	4	43	0	1	914.368984	1.913768957	1.686268957	2.596268957
10795	12250	1440	1.07	2.568	0.15	4	25	0	1	552.6650781	2.843857654	2.576357654	3.646357654
10796	573	100000	0.5	0	0.15	4	25	0	3	1220.29	0.125	0	0.5
10796	12102	1360	0.55	0.943	0.15	4	32	0	1	1455.614558	1.266123467	1.128623467	1.678623467
10796	12247	648	0.9	1.543	0.15	4	32	0	1	1052.518509	3.378927998	3.153927998	4.053927998
10796	12251	1360	1.05	1.575	0.15	4	38	0	1	1777.473637	2.526832661	2.264332661	3.314332661
10796	12253	1440	0.62	1.063	0.15	4	32	0	1	1028.351433	1.259470645	1.104470645	1.724470645
10797	574	100000	0.5	0	0.15	4	25	0	3	524.86	0.125	0	0.5
10797	3930	1463	0.95	1.629	0.15	4	34	0	1	310.875067	1.866998171	1.629498171	2.579498171
10797	7465	1400	0.06	0.103	0.15	4	32	0	1	1086.226332	0.123598835	0.108598835	0.168598835
10797	8890	1400	0.95	1.629	0.15	4	34	0	1	1757.903766	2.473908111	2.236408111	3.186408111
10797	12254	2040	0.1	0.171	0.15	4	32	0	1	1126.372466	0.198383937	0.173383937	0.273383937
10798	575	100000	0.5	0	0.15	4	25	0	3	707.55	0.125	0	0.5
10798	3930	1620	0.14	0.28	0.15	4	28	0	1	1057.703755	0.322632124	0.287632124	0.427632124
10798	10792	720	0.5	1	0.15	4	29	0	1	757.2241182	1.3085097	1.1835097	1.6835097
10798	12255	1360	0.75	1.286	0.15	4	32	0	1	695.4391267	1.486689037	1.299189037	2.049189037
10798	12315	990	0.76	1.14	0.15	4	36	0	1	510.5002341	1.342090357	1.152090357	1.912090357
10799	576	100000	0.5	0	0.15	4	25	0	3	852.81	0.125	0	0.5
10799	8310	1400	0.05	0.1	0.15	4	28	0	1	1198.301195	0.120550875	0.108050875	0.158050875
10799	10793	1400	0.55	0.943	0.15	4	32	0	1	2319.090883	2.145530103	2.008030103	2.558030103
10799	12259	1400	0.05	0.086	0.15	4	32	0	1	1710.261823	0.127229494	0.114729494	0.164729494
10800	577	100000	0.47	0	0.15	4	25	0	3	207.34	0.1175	0	0.47
10800	10794	680	0.45	0.771	0.15	4	33	0	1	104.8	0.883565246	0.771065246	1.221065246
10801	578	100000	0.5	0	0.15	4	25	0	3	1821.72	0.125	0	0.5
10801	5150	1800	0.32	0.48	0.15	4	38	0	1	1617.416561	0.606938588	0.526938588	0.846938588
10801	10802	1440	0.57	0.855	0.15	4	38	0	1	1952.672524	1.431135738	1.288635738	1.858635738
10802	579	100000	0.5	0	0.15	4	25	0	3	1456.35	0.125	0	0.5
10802	10801	1800	0.57	0.855	0.15	4	38	0	1	2224.957796	1.296901839	1.154401839	1.724401839
10802	10808	1800	0.05	0.075	0.15	4	39	0	1	2489.994213	0.128696076	0.116196076	0.166196076
10802	12250	1440	0.8	1.92	0.15	4	25	0	1	542.7190528	2.125810892	1.925810892	2.725810892
10802	12312	1620	0.59	0.885	0.15	4	38	0	1	1762.43174	1.21846178	1.07096178	1.66096178
10803	580	100000	0.5	0	0.15	4	25	0	3	656.97	0.125	0	0.5
10803	8890	1400	0.32	0.549	0.15	4	32	0	1	1702.062424	0.80890921	0.72890921	1.04890921
10803	8891	1440	0.73	1.251	0.15	4	32	0	1	1498.882404	1.653776844	1.471276844	2.201276844
10803	12252	1440	0.38	0.57	0.15	4	36	0	1	1464.724602	0.756525066	0.661525066	1.041525066
10803	12316	1400	1.1	1.65	0.15	4	38	0	1	1514.440123	2.263899937	1.988899937	3.088899937
10804	581	100000	0.5	0	0.15	4	25	0	3	770.68	0.125	0	0.5
10804	9623	1740	0.23	0.46	0.15	4	28	0	1	1899.006594	0.615394431	0.557894431	0.787894431
10804	12314	1620	0.12	0.288	0.15	4	24	0	1	2244.104887	0.477072935	0.447072935	0.567072935
10804	12316	450	0.86	2.064	0.15	4	25	0	1	678.481553	3.878937707	3.663937707	4.523937707
10805	582	100000	0.51	0	0.15	4	25	0	3	1306.85	0.1275	0	0.51
10805	3931	405	0.68	1.632	0.15	4	25	0	1	747.9330137	4.64935839	4.47935839	5.15935839
10805	8482	405	0.03	0.072	0.15	4	25	0	1	875.451993	0.315294139	0.307794139	0.337794139
10805	8483	1360	0.03	0.045	0.15	4	36	0	1	1473.893844	0.061811357	0.054311357	0.084311357
10805	8941	972	0.56	1.12	0.15	4	28	0	1	1438.254111	2.065353812	1.925353812	2.485353812
10806	584	100000	0.44	0	0.15	4	25	0	3	8976.49	0.11	0	0.44
10806	8893	4000	1.62	1.3	0.15	4	62	0	2	4214.73	1.945366356	1.540366356	3.160366356
10807	256	100000	0.51	0	0.15	4	25	0	3	337.23	0.1275	0	0.51
10807	1939	1620	0.37	0.634	0.15	4	32	0	1	972.358314	0.738843144	0.646343144	1.016343144
10807	1946	1440	0.99	1.485	0.15	4	38	0	1	1209.81758	1.843480661	1.595980661	2.585980661
10807	2686	2520	0.5	0.75	0.15	4	36	0	1	1476.394667	0.888254405	0.763254405	1.263254405
10807	10491	1440	0.44	0.66	0.15	4	36	0	1	1211.098757	0.819534007	0.709534007	1.149534007
10808	585	100000	0.51	0	0.15	4	25	0	3	411.12	0.1275	0	0.51
10808	10284	1620	0.49	0.653	0.15	4	42	0	1	2378.040911	1.23030127	1.10780127	1.59780127
10808	10802	1440	0.05	0.075	0.15	4	39	0	1	2574.396951	0.202422378	0.189922378	0.239922378
10809	586	100000	0.52	0	0.15	4	25	0	3	1297.18	0.13	0	0.52
10809	8511	1740	0.38	0.57	0.15	4	38	0	1	2172.529731	0.872793537	0.777793537	1.157793537
10809	10810	1360	0.74	1.11	0.15	4	38	0	1	1226.324646	1.405072905	1.220072905	1.960072905
10809	12312	1620	0.77	1.155	0.15	4	38	0	1	2007.896945	1.756363989	1.563863989	2.333863989
10809	12313	1440	0.35	0.525	0.15	4	36	0	1	1700.628603	0.765692855	0.678192855	1.028192855
10810	587	100000	0.52	0	0.15	4	25	0	3	3022.89	0.13	0	0.52
10810	8891	1440	0.74	1.269	0.15	4	32	0	1	1330.104281	1.592562489	1.407562489	2.147562489
10810	9929	2160	0.5	0.857	0.15	4	32	0	1	1195.820417	0.99407594	0.86907594	1.36907594
10810	10809	1360	0.74	1.11	0.15	4	38	0	1	2147.039399	2.329233642	2.144233642	2.884233642
10810	12319	1400	0.53	0.795	0.15	4	36	0	1	1171.562185	0.985980035	0.853480035	1.383480035
10811	588	100000	0.52	0	0.15	4	25	0	3	1051.25	0.13	0	0.52
10811	3931	396	0.24	0.576	0.15	4	25	0	1	183.3934171	0.639974367	0.579974367	0.819974367
10811	5083	630	0.94	1.611	0.15	4	32	0	1	974.8838719	3.231594479	2.996594479	3.936594479
10811	12318	1400	0.52	0.78	0.15	4	36	0	1	1932.146124	1.334456894	1.204456894	1.724456894
10811	12320	396	0.62	1.488	0.15	4	25	0	1	327.954201	1.747994425	1.592994425	2.212994425
10812	262	100000	0.5	0	0.15	4	25	0	3	509.98	0.125	0	0.5
10812	1946	1440	1.01	1.347	0.15	4	42	0	1	925.5071301	1.63397688	1.38147688	2.39147688
10812	1947	1440	0.99	1.485	0.15	4	38	0	1	971.14	1.778578159	1.531078159	2.521078159
10812	5033	2520	0.25	0.375	0.15	4	38	0	1	638.1545267	0.437731326	0.375231326	0.625231326
10812	5035	2520	0.25	0.429	0.15	4	32	0	1	1505.415354	0.49969543	0.43719543	0.68719543
10813	257	100000	0.5	0	0.15	4	25	0	3	67.2	0.125	0	0.5
10813	1946	1440	1	1.5	0.15	4	38	0	1	1452.312786	1.982794756	1.732794756	2.732794756
10813	1947	720	1	1.5	0.15	4	40	0	1	0.34	1.75	1.5	2.5
10813	1950	810	1.19	1.785	0.15	4	40	0	1	544.9029123	2.137336019	1.839836019	3.029836019
10813	10493	810	1.01	1.515	0.15	4	36	0	1	650.809304	1.862206291	1.609706291	2.619706291
10814	589	100000	0.5	0	0.15	4	25	0	3	1206.13	0.125	0	0.5
10814	10815	1400	0.61	1.046	0.15	4	32	0	1	1697.000833	1.537218582	1.384718582	1.994718582
10814	10820	1440	0.75	1.286	0.15	4	34	0	1	892.6953812	1.501990194	1.314490194	2.064490194
10814	12360	1580	0.16	0.274	0.15	4	32	0	1	2896.89629	0.778456735	0.738456735	0.898456735
10815	590	100000	0.51	0	0.15	4	25	0	3	1510.9	0.1275	0	0.51
10815	8512	1800	1.08	1.62	0.15	4	38	0	1	2480.392039	2.766188539	2.496188539	3.576188539
10815	8892	1400	0.75	1.286	0.15	4	34	0	1	1154.734735	1.562778936	1.375278936	2.125278936
10815	10814	1580	0.61	1.046	0.15	4	32	0	1	2193.049377	1.780855573	1.628355573	2.238355573
10815	10821	1440	0.99	1.485	0.15	4	38	0	1	1453.578439	1.963771243	1.716271243	2.706271243
10816	591	100000	0.5	0	0.15	4	25	0	3	1545.8	0.125	0	0.5
10816	7478	1980	0.51	1.02	0.15	4	28	0	1	2145.636118	1.358486639	1.230986639	1.740986639
10816	8892	1400	0.49	0.84	0.15	4	32	0	1	1857.169869	1.352679922	1.230179922	1.720179922
10816	10822	1440	0.5	0.857	0.15	4	32	0	1	1889.185882	1.36282099	1.23782099	1.73782099
10816	12366	1580	0.5	0.857	0.15	4	32	0	1	1395.113524	1.060141533	0.935141533	1.435141533
10817	592	100000	0.5	0	0.15	4	25	0	3	1145.42	0.125	0	0.5
10817	7478	450	0.55	1.32	0.15	4	22	0	1	519.6	1.8094587	1.6719587	2.2219587
10817	8942	486	0.18	0.432	0.15	4	22	0	1	512.9940314	0.557441318	0.512441318	0.692441318
10817	12216	711	0.52	1.248	0.15	4	25	0	1	695.6817399	1.549581262	1.419581262	1.939581262
10817	12366	810	0.55	1.1	0.15	4	29	0	1	868.7065305	1.455791193	1.318291193	1.868291193
10818	593	100000	0.44	0	0.15	4	25	0	3	28.85	0.11	0	0.44
10818	10819	1440	1.4	1.68	0.15	4	50	0	1	2133.280266	3.243786314	2.893786314	4.293786314
10818	12355	1400	1.55	2.657	0.15	4	35	0	1	2206.183679	5.502247939	5.114747939	6.664747939
10819	594	100000	0.5	0	0.15	4	25	0	3	507.25	0.125	0	0.5
10819	8546	1800	0.1	0.15	0.15	4	38	0	1	2252.599503	0.230185939	0.205185939	0.305185939
10819	8944	3780	0.93	1.395	0.15	4	38	0	1	3690.266059	1.817576743	1.585076743	2.515076743
10819	10285	1620	0.46	0.69	0.15	4	38	0	1	3068.554618	2.137342014	2.022342014	2.482342014
10819	10818	1800	1.4	1.68	0.15	4	50	0	1	2223.603679	2.616867495	2.266867495	3.666867495
10820	595	100000	0.5	0	0.15	4	25	0	3	389.56	0.125	0	0.5
10820	4469	2520	0.35	0.7	0.15	4	28	0	1	886.1059864	0.789105202	0.701605202	1.051605202
10820	8545	1800	0.4	0.6	0.15	4	36	0	1	1928.074511	0.818480736	0.718480736	1.118480736
10820	10814	1620	0.75	1.286	0.15	4	34	0	1	1718.650009	1.717855404	1.530355404	2.280355404
10820	10821	1440	0.78	1.56	0.15	4	29	0	1	1455.143488	1.998999631	1.803999631	2.583999631
10821	596	100000	0.51	0	0.15	4	25	0	3	485.76	0.1275	0	0.51
10821	8956	1800	0.5	0.75	0.15	4	36	0	1	2102.190971	1.084291296	0.959291296	1.459291296
10821	10815	1440	0.99	1.485	0.15	4	38	0	1	2014.824328	2.58622203	2.33872203	3.32872203
10821	10820	1440	0.78	1.56	0.15	4	29	0	1	2013.35283	2.649222199	2.454222199	3.234222199
10821	12364	1360	1.06	1.59	0.15	4	38	0	1	813.1809138	1.885484667	1.620484667	2.680484667
10822	597	100000	0.51	0	0.15	4	25	0	3	646.94	0.1275	0	0.51
10822	8892	1440	1.12	1.493	0.15	4	42	0	1	1511.228773	2.044657659	1.764657659	2.884657659
10822	10816	1440	0.5	0.857	0.15	4	32	0	1	1601.758204	1.178793133	1.053793133	1.553793133
10822	10823	1080	1.01	1.515	0.15	4	36	0	1	1100.088893	2.012135787	1.759635787	2.769635787
10822	12364	1440	0.52	0.891	0.15	4	32	0	1	1998.809313	1.517140239	1.387140239	1.907140239
10823	598	100000	0.5	0	0.15	4	25	0	3	2195.39	0.125	0	0.5
10823	8521	810	0.51	0.874	0.15	4	35	0	1	974.53	1.276190391	1.148690391	1.658690391
10823	10822	720	1.01	1.515	0.15	4	36	0	1	1069.838838	2.87526425	2.62276425	3.63276425
10823	12367	430	0.5	1.2	0.15	4	25	0	1	419.6805804	1.48833309	1.36333309	1.86333309
10824	599	100000	0.45	0	0.15	4	25	0	3	2081.8	0.1125	0	0.45
10824	4472	770	0.95	1.425	0.15	4	40	0	1	967.0570279	2.194303957	1.956803957	2.906803957
10824	7292	1260	0.32	0.549	0.15	4	35	0	1	254.47	0.629137002	0.549137002	0.869137002
10824	10830	1440	0.7	1.05	0.15	4	38	0	1	653.3264258	1.231673467	1.056673467	1.756673467
10825	600	100000	0.5	0	0.15	4	25	0	3	883.16	0.125	0	0.5
10825	10826	720	1.1	1.65	0.15	4	40	0	1	864.0204506	2.438264592	2.163264592	3.263264592
10825	10831	720	0.98	1.68	0.15	4	32	0	1	139.7368473	1.925357532	1.680357532	2.660357532
10825	12387	1260	0.86	1.29	0.15	4	40	0	1	1209.913492	1.669519002	1.454519002	2.314519002
